"","species_code","study_ID","study","experiment","first_author","year","taxorder","family","genus","species","common_name","min_length","max_length","avg_length","N","n_mort","n_not_mort","mort_rate","mort_rate_lwr","mort_rate_upr","post_monitoring_uncertainty","catch_related_uncertainty","bshape","a3.0","swim_bladder","rel_height","rel_width","n_turbines","n_turbines_studied","total_capacity_study_turbines_kW","total_capacity_kW","capacity_class","turbine_type","max_diameter","n_blades","rpm","head","max_flow_rate_HPP","sampling_method","global_region","country","location","waterbody","MQ_waterbody","Lat","Long"
"558","Tin_tin","Schmalz_2010_Walkmühle_Screw","Schmalz (2010)","Walkmühle Screw","Schmalz",2010,"Cypriniformes","Tincidae","Tinca","Tinca tinca","Tench",3.1,18.5,4.7,17,10,7,0.588235294117647,0.438235294117647,0.588235294117647,0,0.15,"fusiform",0.0117742915481617,"physostomous",0.269,0.155,3,1,45.5,357,"vSHP","Screw",NA,NA,NA,2.55,14,"net","Europe","Germany","Meiningen","Werra","14",50.55134,10.41019
"559","Tin_tin","Mueller_2020_Höllthal_natural_migration_Kaplan","Mueller et al. (2020g)","Höllthal natural migration Kaplan","Mueller",2020,"Cypriniformes","Tincidae","Tinca","Tinca tinca","Tench",2,37.4,10.1,16,2,14,0.125,0,0.125,0,0.15,"fusiform",0.0117742915481617,"physostomous",0.269,0.155,1,1,265,571,"vSHP","Kaplan",2.5,4,100,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"560","Tin_tin","Tombek_2008_Gugelmühle_Schnecke","Tombek & Holzner (2008)","Gugelmühle Schnecke","Tombek",2008,"Cypriniformes","Tincidae","Tinca","Tinca tinca","Tench",NA,NA,NA,34,4,30,0.117647058823529,0,0.267647058823529,0.15,0.15,"fusiform",0.0117742915481617,"physostomous",0.269,0.155,2,1,20,65,"vSHP","Screw",2.2,NA,28,1.8,4.7,"net","Europe","Germany","Landkreis Ansbach","Wörnitz",NA,49.04033,10.56207
"561","Tin_tin","Mueller_2020_Höllthal_natural_migration_screws","Mueller et al. (2020g)","Höllthal natural migration screws","Mueller",2020,"Cypriniformes","Tincidae","Tinca","Tinca tinca","Tench",2,37.4,9.8,3,1,2,0.333333333333333,0.0833333333333333,0.583333333333333,0.25,0.25,"fusiform",0.0117742915481617,"physostomous",0.269,0.155,2,2,306,571,"vSHP","Screw",4.3,NA,14,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"562","Tin_tin","Schomaker_2016_Wasserrad_Maustmühle","Schomaker & Wolter (2016)","Wasserrad Maustmühle","Schomaker",2016,"Cypriniformes","Tincidae","Tinca","Tinca tinca","Tench",4.1,5.2,4.63333333333333,3,0,3,0,0,0.25,0.25,0.25,"fusiform",0.0117742915481617,"physostomous",0.269,0.155,1,1,1.6,1.6,"vSHP","Water wheel",3.9,24,6.86,0.41,0.8,"net","Europe","Germany","Peitz","Hammergraben",NA,51.827583,14.412573
"563","Tin_tin","Schneider_2012_Mainkraftwerk_Kostheim_natural_migration","Schneider et al. (2012)","Mainkraftwerk Kostheim natural migration","Schneider",2012,"Cypriniformes","Tincidae","Tinca","Tinca tinca","Tench",NA,NA,NA,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.0117742915481617,"physostomous",0.269,0.155,2,1,2480,4960,"SHP","Kaplan",3.71,3,85,3.76,160,"net","Europe","Germany","Kostheim","Main","210",50.00031,8.33493
"564","Tin_tin","Schmalz_2016_Wasserrad_Reurieth","Schmalz (2016)","Wasserrad Reurieth","Schmalz",2016,"Cypriniformes","Tincidae","Tinca","Tinca tinca","Tench",2.7,3.3,3,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.0117742915481617,"physostomous",0.269,0.155,2,1,8.29,25.29,"vSHP","Water wheel",5,48,5,1.5,1.65,"net","Europe","Germany","Reurieth","Werra","2.56",50.45212,10.65737
"565","Tin_tin","Schomaker_2016_Lohmühle_Nägelstedt","Schomaker & Wolter (2016)","Lohmühle Nägelstedt","Schomaker",2016,"Cypriniformes","Tincidae","Tinca","Tinca tinca","Tench",8.6,15,11.025,8,0,8,0,0,0.25,0.25,0.25,"fusiform",0.0117742915481617,"physostomous",0.269,0.155,1,1,30,30,"vSHP","Water wheel",6.5,40,4.07,2,2,"net","Europe","Germany","Nägelstedt","Unstrut","4.03",51.10695,10.724406
"566","Tin_tin","Schomaker_2016_Untermühle_Freienorla","Schomaker & Wolter (2016)","Untermühle Freienorla","Schomaker",2016,"Cypriniformes","Tincidae","Tinca","Tinca tinca","Tench",8.3,24.5,16.4,2,0,2,0,0,0.25,0.25,0.25,"fusiform",0.0117742915481617,"physostomous",0.269,0.155,1,1,18,18,"vSHP","Water wheel",5.58,40,5.25,1.8,1.6,"net","Europe","Germany","Freienorla","Orla","1.35",50.76982,11.541762
"567","Sil_gla","Mueller_2020_Höllthal_natural_migration_screws","Mueller et al. (2020g)","Höllthal natural migration screws","Mueller",2020,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",7.1,41.3,9.8,24,0,24,0,0,0,0,0.15,"elongated",0.00637911604182218,"physostomous",0.16,0.15,2,2,306,571,"vSHP","Screw",4.3,NA,14,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"568","Sil_gla","Ache_2011_WKA_Vilshofen_Screw","Ache (2011)","WKA Vilshofen Screw","Ache",2011,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",NA,NA,NA,3,1,2,0.333333333333333,0.0833333333333333,0.583333333333333,0.25,0.25,"elongated",0.00637911604182218,"physostomous",0.16,0.15,3,1,30,330,"vSHP","Screw",NA,NA,35.1,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"569","Sil_gla","Holzner_2000_Mainkraftwerks_Dettelbach","Holzner (2000)","Mainkraftwerks Dettelbach","Holzner",2000,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",7,80,21.4,33,2,31,0.0606060606060606,0,0.0606060606060606,0,0.15,"elongated",0.00637911604182218,"physostomous",0.16,0.15,2,2,4500,4500,"SHP","Kaplan",3.54,4,100,4.55,120,"net","Europe","Germany","Dettelbach","Main","112",49.79465,10.1818
"570","Sil_gla","Edler_2011_Schnecke_Rhede-Krechting","Edler et al. (2011)","Schnecke Rhede-Krechting","Edler",2011,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",8,15,12,10,0,10,0,0,0.15,0.15,0.25,"elongated",0.00637911604182218,"physostomous",0.16,0.15,1,1,55,55,"vSHP","Screw",2.6,NA,NA,2.8,2.5,"net","Europe","Germany","Krechting","Bocholter Aa","2.7",51.81843,6.69863
"571","Sil_gla","Wagner_2013_WKA_Stahmeln","Wagner (2013a)","WKA Stahmeln","Wagner",2013,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",2.5,20,7.2,10,0,10,0,0,0.15,0.15,0.15,"elongated",0.00637911604182218,"physostomous",0.16,0.15,2,2,162,162,"vSHP","Francis",1.5,NA,40,1.6,8.25,"net","Europe","Germany","Stahmeln","Weiße Elster","7.5",51.37587,12.30133
"572","Sil_gla","Mueller_2020_Höllthal_natural_migration_Kaplan","Mueller et al. (2020g)","Höllthal natural migration Kaplan","Mueller",2020,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",7.1,41.3,10.1,38,1,37,0.0263157894736842,0,0.0263157894736842,0,0.15,"elongated",0.00637911604182218,"physostomous",0.16,0.15,1,1,265,571,"vSHP","Kaplan",2.5,4,100,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"573","Sil_gla","Schmalz_2007_Wasserkraftanlage_Döbritschen","Schmalz & Schmalz (2007)","Wasserkraftanlage Döbritschen","Schmalz",2007,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",5,18,11.5,4,0,4,0,0,0.25,0.25,0.25,"elongated",0.00637911604182218,"physostomous",0.16,0.15,2,2,425,425,"vSHP","Francis",2.7,21,33,2.5,20,"net","Europe","Germany","Döbritschen","Saale","31.4",51.04296,11.6802
"574","Sil_gla","Ache_2011_WKA_Vilshofen_Francisturbine","Ache (2011)","WKA Vilshofen Francisturbine","Ache",2011,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",NA,NA,NA,7,3,4,0.428571428571429,0.178571428571429,0.678571428571429,0.25,0.25,"elongated",0.00637911604182218,"physostomous",0.16,0.15,3,2,300,330,"vSHP","Francis",NA,NA,130,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"575","Sil_gla","Tombek_2008_Gugelmühle_Francisturbine","Tombek & Holzner (2008)","Gugelmühle Francisturbine","Tombek",2008,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",NA,NA,NA,5,1,4,0.2,0,0.45,0.25,0.25,"elongated",0.00637911604182218,"physostomous",0.16,0.15,2,1,45,65,"vSHP","Francis",NA,NA,50,1.7,4.7,"net","Europe","Germany","Röckingen","Wörnitz",NA,49.04033,10.56207
"576","Sil_gla","Wagner_2013_WKA_Lützschena","Wagner (2013c)","WKA Lützschena","Wagner",2013,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",NA,NA,NA,104,6,98,0.0576923076923077,0,0.207692307692308,0.15,0.15,"elongated",0.00637911604182218,"physostomous",0.16,0.15,2,2,52,52,"vSHP","Francis",2.4,31,NA,1.15,7,"net","Europe","Germany","Lützschena","Weiße Elster","7.5",51.37878,12.27962
"577","Sil_gla","Tombek_2008_Gugelmühle_Schnecke","Tombek & Holzner (2008)","Gugelmühle Schnecke","Tombek",2008,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",NA,NA,NA,9,0,9,0,0,0.25,0.25,0.25,"elongated",0.00637911604182218,"physostomous",0.16,0.15,2,1,20,65,"vSHP","Screw",2.2,NA,28,1.8,4.7,"net","Europe","Germany","Landkreis Ansbach","Wörnitz",NA,49.04033,10.56207
"578","Sil_gla","Mueller_2020_Heckerwehr_natural_migration","Mueller et al. (2020d)","Heckerwehr natural migration","Mueller",2020,"Siluriformes","Siluridae","Silurus","Silurus glanis","Wels catfish",4.5,11,7.75,5,0,5,0,0,0.25,0.25,0.25,"elongated",0.00637911604182218,"physostomous",0.16,0.15,1,1,80,80,"vSHP","Screw",3.2,NA,13,2.53,5,"net","Europe","Germany","Heckerwehr","Roth","3.17",49.23298,11.12304
"579","Car_car","Wagner_2013_WKA_Stahmeln","Wagner (2013a)","WKA Stahmeln","Wagner",2013,"Cypriniformes","Cyprinidae","Carassius","Carassius carassius","Crucian carp",2.5,15,7.2,4,1,3,0.25,0,0.5,0.25,0.25,"fusiform",0.0118267585384301,"physostomous",0.351,0.16,2,2,162,162,"vSHP","Francis",1.5,NA,40,1.6,8.25,"net","Europe","Germany","Stahmeln","Weiße Elster","7.5",51.37587,12.30133
"580","Car_car","Holzner_2000_Mainkraftwerks_Dettelbach","Holzner (2000)","Mainkraftwerks Dettelbach","Holzner",2000,"Cypriniformes","Cyprinidae","Carassius","Carassius carassius","Crucian carp",9.7,9.7,9.7,2,1,1,0.5,0.25,0.75,0.25,0.25,"fusiform",0.0118267585384301,"physostomous",0.351,0.16,2,2,4500,4500,"SHP","Kaplan",3.54,4,100,4.55,120,"net","Europe","Germany","Dettelbach","Main","112",49.79465,10.1818
"581","Car_car","Bochert_2004_WKA_Neubukow","Bochert et al. (2004)","WKA Neubukow","Bochert",2004,"Cypriniformes","Cyprinidae","Carassius","Carassius carassius","Crucian carp",11.5,13.5,12.5,2,0,2,0,0,0.25,0.25,0.25,"fusiform",0.0118267585384301,"physostomous",0.351,0.16,1,NA,NA,35,"vSHP","Francis",NA,NA,NA,4,NA,"net","Europe","Germany","Neubukow","Hellbach","0.96",54.03214,11.66796
"582","Car_car","Tombek_2008_Gugelmühle_Schnecke","Tombek & Holzner (2008)","Gugelmühle Schnecke","Tombek",2008,"Cypriniformes","Cyprinidae","Carassius","Carassius carassius","Crucian carp",NA,NA,NA,5,1,4,0.2,0,0.45,0.25,0.25,"fusiform",0.0118267585384301,"physostomous",0.351,0.16,2,1,20,65,"vSHP","Screw",2.2,NA,28,1.8,4.7,"net","Europe","Germany","Landkreis Ansbach","Wörnitz",NA,49.04033,10.56207
"583","Car_car","Schomaker_2016_Buchholzer_Mühle","Schomaker & Wolter (2016)","Buchholzer Mühle","Schomaker",2016,"Cypriniformes","Cyprinidae","Carassius","Carassius carassius","Crucian carp",11.5,16.5,13.5,3,0,3,0,0,0.25,0.25,0.25,"fusiform",0.0118267585384301,"physostomous",0.351,0.16,1,1,12,12,"vSHP","Water wheel",5,40,5,2,0.7,"net","Europe","Germany","Salzbrunn","Nieplitz","3.15",52.175402,12.930146
"584","Car_car","Edler_2011_Schnecke_Rhede-Krechting","Edler et al. (2011)","Schnecke Rhede-Krechting","Edler",2011,"Cypriniformes","Cyprinidae","Carassius","Carassius carassius","Crucian carp",19,19,19,1,1,0,1,0.75,1,0.25,0.25,"fusiform",0.0118267585384301,"physostomous",0.351,0.16,1,1,55,55,"vSHP","Screw",2.6,NA,NA,2.8,2.5,"net","Europe","Germany","Krechting","Bocholter Aa","2.7",51.81843,6.69863
"585","Car_car","Schmalz_2007_Wasserkraftanlage_Döbritschen","Schmalz & Schmalz (2007)","Wasserkraftanlage Döbritschen","Schmalz",2007,"Cypriniformes","Cyprinidae","Carassius","Carassius carassius","Crucian carp",12.8,16.2,14.5,2,0,2,0,0,0.25,0.25,0.25,"fusiform",0.0118267585384301,"physostomous",0.351,0.16,2,2,425,425,"vSHP","Francis",2.7,21,33,2.5,20,"net","Europe","Germany","Döbritschen","Saale","31.4",51.04296,11.6802
"586","Car_car","Bochert_2004_WKA_Schildfeld","Bochert et al. (2004)","WKA Schildfeld","Bochert",2004,"Cypriniformes","Cyprinidae","Carassius","Carassius carassius","Crucian carp",4.4,5.2,4.8,2,0,2,0,0,0.25,0.25,0.25,"fusiform",0.0118267585384301,"physostomous",0.351,0.16,1,NA,NA,44,"vSHP","Francis",NA,NA,NA,2.3,NA,"net","Europe","Germany","Schildfeld","Schilde","2.08",53.44231,10.90923
"587","Car_car","Tombek_2008_Gugelmühle_Francisturbine","Tombek & Holzner (2008)","Gugelmühle Francisturbine","Tombek",2008,"Cypriniformes","Cyprinidae","Carassius","Carassius carassius","Crucian carp",NA,NA,NA,3,1,2,0.333333333333333,0.0833333333333333,0.583333333333333,0.25,0.25,"fusiform",0.0118267585384301,"physostomous",0.351,0.16,2,1,45,65,"vSHP","Francis",NA,NA,50,1.7,4.7,"net","Europe","Germany","Röckingen","Wörnitz",NA,49.04033,10.56207
"588","Cho_nas","Mueller_2020_Höllthal_stocking_screws_LF","Mueller et al. (2020g)","Höllthal stocking screws low flow","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",10.1,25.6,16.7,144,29,115,0.201388888888889,0.201388888888889,0.201388888888889,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,2,2,306,571,"vSHP","Screw",4.3,NA,10,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"589","Cho_nas","Mueller_2020_Baierbrunn_stocking_LF","Mueller et al. (2020f)","Baierbrunn stocking LF","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",6.5,19.2,9.8,203,32,171,0.157635467980296,0.157635467980296,0.157635467980296,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,1,1,450,450,"vSHP","VLH",3.55,8,42.35,4,14.5,"net","Europe","Germany","Baierbrunn","Isar","63.8",48.02684,11.5021
"590","Cho_nas","Tombek_2008_Gugelmühle_Francisturbine","Tombek & Holzner (2008)","Gugelmühle Francisturbine","Tombek",2008,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",NA,NA,NA,1,1,0,1,0.75,1,0.25,0.25,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,2,1,45,65,"vSHP","Francis",NA,NA,50,1.7,4.7,"net","Europe","Germany","Röckingen","Wörnitz",NA,49.04033,10.56207
"591","Cho_nas","Mueller_2020_Lindesmühle_stocking","Mueller et al. (2020b)","Lindesmühle stocking","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",5.8,6.6,6.1,15,7,8,0.466666666666667,0.466666666666667,0.466666666666667,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,1,1,270,270,"vSHP","Kaplan",1.5,3,212,2.81,10.8,"net","Europe","Germany","Bad Kissingen","Fränkische Saale","12.3",50.1879,10.07421
"592","Cho_nas","Mueller_2020_Iller_stocking_LF","Mueller et al. (2020c)","Iller stocking low flow","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",8.5,16.5,11.4,270,0,270,0,0,0,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,2,2,900,900,"vSHP","VLH",5,8,23.75,1.82,54,"net","Europe","Germany","Kempten/Au","Iller","46.6",47.68465,10.31972
"593","Cho_nas","Mueller_2020_Baiersdorf_stocking","Mueller et al. (2020a)","Baiersdorf stocking","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",5,11.3,7.6,637,89,548,0.139717425431711,0.139717425431711,0.139717425431711,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,2,2,648,648,"vSHP","Kaplan",2,4,150,2.3,32,"net","Europe","Germany","Baiersdorf-Wellerstadt","Regnitz","34.8",49.67059,11.04235
"594","Cho_nas","Mueller_2020_Eixendorf_stocking_HF","Mueller et al. (2020e)","Eixendorf stocking high flow","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",6,18.5,11.3,230,73,157,0.317391304347826,0.317391304347826,0.317391304347826,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,1,1,190,190,"vSHP","Kaplan",1,4,333,5,4.5,"net","Europe","Germany","Eixendorf","Schwarzach","4.32",49.33973,12.47965
"595","Cho_nas","Mueller_2020_Baiersdorf_natural_migration","Mueller et al. (2020a)","Baiersdorf natural migration","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",4,13,8.5,61,33,28,0.540983606557377,0.390983606557377,0.540983606557377,0,0.15,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,2,2,648,648,"vSHP","Kaplan",2,4,150,2.3,32,"net","Europe","Germany","Baiersdorf-Wellerstadt","Regnitz","34.8",49.67059,11.04235
"596","Cho_nas","Holzner_2000_Mainkraftwerks_Dettelbach","Holzner (2000)","Mainkraftwerks Dettelbach","Holzner",2000,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",8.5,10.8,9.8,11,0,11,0,0,0.15,0.15,0.15,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,2,2,4500,4500,"SHP","Kaplan",3.54,4,100,4.55,120,"net","Europe","Germany","Dettelbach","Main","112",49.79465,10.1818
"597","Cho_nas","Mueller_2020_Höllthal_stocking_Kaplan_LF","Mueller et al. (2020g)","Höllthal stocking Kaplan low flow","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",11.9,23.5,16.7,71,23,48,0.323943661971831,0.323943661971831,0.323943661971831,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,1,1,265,571,"vSHP","Kaplan",2.5,4,100,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"598","Cho_nas","Ache_2011_WKA_Vilshofen_Screw","Ache (2011)","WKA Vilshofen Screw","Ache",2011,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",NA,NA,NA,14,0,14,0,0,0.15,0.15,0.15,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,3,1,30,330,"vSHP","Screw",NA,NA,35.1,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"599","Cho_nas","Schneider_2012_Mainkraftwerk_Kostheim_natural_migration","Schneider et al. (2012)","Mainkraftwerk Kostheim natural migration","Schneider",2012,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",NA,NA,NA,1,1,0,1,0.75,1,0.25,0.25,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,2,1,2480,4960,"SHP","Kaplan",3.71,3,85,3.76,160,"net","Europe","Germany","Kostheim","Main","210",50.00031,8.33493
"600","Cho_nas","Mueller_2020_Baierbrunn_stocking_HF","Mueller et al. (2020f)","Baierbrunn stocking HF","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",6.5,19.2,9.8,379,25,354,0.0659630606860158,0.0659630606860158,0.0659630606860158,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,1,1,450,450,"vSHP","VLH",3.55,8,53.5,4,14.5,"net","Europe","Germany","Baierbrunn","Isar","63.8",48.02684,11.5021
"601","Cho_nas","Tombek_2008_Rödermühle_Wasserrad","Tombek & Holzner (2008)","Rödermühle Wasserrad","Tombek",2008,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",NA,NA,NA,11,7,4,0.636363636363636,0.486363636363636,0.786363636363636,0.15,0.15,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,4,2,NA,NA,"vSHP","Water wheel",NA,NA,NA,NA,NA,"net","Europe","Germany","Diebach","Fränkische Saale",NA,50.12414,9.83957
"602","Cho_nas","Mueller_2020_Heckerwehr_stocking_LF","Mueller et al. (2020d)","Heckerwehr stocking low flow","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",5.7,19.3,9.9,70,6,64,0.0857142857142857,0.0857142857142857,0.0857142857142857,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,1,1,80,80,"vSHP","Screw",3.2,NA,7.8,2.53,5,"net","Europe","Germany","Heckerwehr","Roth","3.17",49.23298,11.12304
"603","Cho_nas","Ache_2011_WKA_Vilshofen_Francisturbine","Ache (2011)","WKA Vilshofen Francisturbine","Ache",2011,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",NA,NA,NA,243,120,123,0.493827160493827,0.343827160493827,0.643827160493827,0.15,0.15,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,3,2,300,330,"vSHP","Francis",NA,NA,130,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"604","Cho_nas","Mueller_2020_Baierbrunn_natural_migration","Mueller et al. (2020f)","Baierbrunn natural migration","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",3.2,16.6,9.9,7,6,1,0.857142857142857,0.607142857142857,1,0.25,0.25,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,1,1,450,450,"vSHP","VLH",3.55,8,49.1,4,14.5,"net","Europe","Germany","Baierbrunn","Isar","63.8",48.02684,11.5021
"605","Cho_nas","Mueller_2020_Eixendorf_stocking_LF","Mueller et al. (2020e)","Eixendorf stocking low flow","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",6,18.5,11.3,77,45,32,0.584415584415584,0.584415584415584,0.584415584415584,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,1,1,190,190,"vSHP","Kaplan",1,4,333,5,4.5,"net","Europe","Germany","Eixendorf","Schwarzach","4.32",49.33973,12.47965
"606","Cho_nas","Mueller_2020_Höllthal_stocking_screws_HF","Mueller et al. (2020g)","Höllthal stocking screws high flow","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",10.1,25.6,16.7,184,47,137,0.255434782608696,0.255434782608696,0.255434782608696,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,2,2,306,571,"vSHP","Screw",4.3,NA,18.35,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"607","Cho_nas","Mueller_2020_Heckerwehr_stocking_HF","Mueller et al. (2020d)","Heckerwehr stocking high flow","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",5.7,19.3,9.9,399,49,350,0.12280701754386,0.12280701754386,0.12280701754386,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,1,1,80,80,"vSHP","Screw",3.2,NA,18.75,2.53,5,"net","Europe","Germany","Heckerwehr","Roth","3.17",49.23298,11.12304
"608","Cho_nas","Mueller_2020_Höllthal_stocking_Kaplan_HF","Mueller et al. (2020g)","Höllthal stocking Kaplan high flow","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",11.9,23.5,16.7,136,15,121,0.110294117647059,0.110294117647059,0.110294117647059,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,1,1,265,571,"vSHP","Kaplan",2.5,4,100,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"609","Cho_nas","Mueller_2020_Iller_stocking_HF","Mueller et al. (2020c)","Iller stocking high flow","Mueller",2020,"Cypriniformes","Leuciscidae","Chondrostoma","Chondrostoma nasus","Common nase",8.5,16.5,11.4,1015,46,969,0.045320197044335,0.045320197044335,0.045320197044335,0,0,"fusiform",0.0107058653260883,"physostomous",0.26,0.16,2,2,900,900,"vSHP","VLH",5,8,27,1.82,54,"net","Europe","Germany","Kempten/Au","Iller","46.6",47.68465,10.31972
"610","Leu_idu","Holzner_2000_Mainkraftwerks_Dettelbach","Holzner (2000)","Mainkraftwerks Dettelbach","Holzner",2000,"Cypriniformes","Leuciscidae","Leuciscus","Leuciscus idus","Ide",7.5,46.5,21.8,5,1,4,0.2,0,0.45,0.25,0.25,"fusiform",0.0110459170082106,"physostomous",0.281,0.15,2,2,4500,4500,"SHP","Kaplan",3.54,4,100,4.55,120,"net","Europe","Germany","Dettelbach","Main","112",49.79465,10.1818
"611","Leu_idu","Hadderingh_1998_Haandrik","Hadderingh & Baker (1998)","Haandrik","Hadderingh",1998,"Cypriniformes","Leuciscidae","Leuciscus","Leuciscus idus","Ide",9.5,9.5,9.5,6,0,6,0,0,0.25,0.25,0.25,"fusiform",0.0110459170082106,"physostomous",0.281,0.15,1,1,100,100,"vSHP","Kaplan",1.6,4,150,2,7,"net","Europe","Netherlands","Haandrik","Vechte","13.8",52.62151,6.69451
"612","Leu_idu","Monten_1985_Motala_Exp_3","Monten (1985)","Motala Exp 3","Monten",1985,"Cypriniformes","Leuciscidae","Leuciscus","Leuciscus idus","Ide",3.6,3.6,3.6,14,3,11,0.214285714285714,0.0642857142857143,0.214285714285714,0,0.15,"fusiform",0.0110459170082106,"physostomous",0.281,0.15,1,1,99.28,99.28,"vSHP","Francis",0.64,19,450,14.6,0.8,"net","Europe","Sweden","Motala","Motala-Strom",NA,58.5434,15.078
"613","Leu_idu","Monten_1985_Motala_Exp_6","Monten (1985)","Motala Exp 6","Monten",1985,"Cypriniformes","Leuciscidae","Leuciscus","Leuciscus idus","Ide",3.7,3.7,3.7,28,3,25,0.107142857142857,0,0.107142857142857,0,0.15,"fusiform",0.0110459170082106,"physostomous",0.281,0.15,1,1,99.28,99.28,"vSHP","Francis",0.64,19,381,14.6,0.8,"net","Europe","Sweden","Motala","Motala-Strom",NA,58.5434,15.078
