"","species_code","study_ID","study","experiment","first_author","year","taxorder","family","genus","species","common_name","min_length","max_length","avg_length","N","n_mort","n_not_mort","mort_rate","mort_rate_lwr","mort_rate_upr","post_monitoring_uncertainty","catch_related_uncertainty","bshape","a3.0","swim_bladder","rel_height","rel_width","n_turbines","n_turbines_studied","total_capacity_study_turbines_kW","total_capacity_kW","capacity_class","turbine_type","max_diameter","n_blades","rpm","head","max_flow_rate_HPP","sampling_method","global_region","country","location","waterbody","MQ_waterbody","Lat","Long"
"57","Alb_alb","Monten_1985_Motala_Exp_2","Monten (1985)","Motala Exp 2","Monten",1985,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",7.8,7.8,7.8,33,12,21,0.363636363636364,0.213636363636364,0.363636363636364,0,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,1,1,173.74,173.74,"vSHP","Kaplan",0.6,6,630,14.6,1.4,"net","Europe","Sweden","Motala","Motala-Strom",NA,58.5434,15.078
"58","Alb_alb","Mueller_2020_Baiersdorf_natural_migration","Mueller et al. (2020a)","Baiersdorf natural migration","Mueller",2020,"Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus","Common bleak",3,18,10.5,53,43,10,0.811320754716981,0.661320754716981,0.811320754716981,0,0.15,"fusiform",0.00785397219168452,"physostomous",0.198,NA,2,2,648,648,"vSHP","Kaplan",2,4,150,2.3,32,"net","Europe","Germany","Baiersdorf-Wellerstadt","Regnitz","34.8",49.67059,11.04235
"59","Sal_tru","Munro_1965_Invergarry_5MW","Munro (1965)","Invergarry 5MW","Munro",1965,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",13.7,13.7,13.7,450,113,337,0.251111111111111,0.00111111111111112,0.401111111111111,0.15,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,20000,20000,"LHP","Kaplan",NA,NA,NA,53.3,NA,"net","Europe","Great Britain","Invergarry station","River Garry",NA,57.0718726491958,-4.77394887777589
"60","Sal_tru","Schneider_2012_Mainkraftwerk_Kostheim_natural_migration","Schneider et al. (2012)","Mainkraftwerk Kostheim natural migration","Schneider",2012,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",NA,NA,NA,20,15,5,0.75,0.5,0.75,0,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,1,2480,4960,"SHP","Kaplan",3.71,3,85,3.76,160,"net","Europe","Germany","Kostheim","Main","210",50.00031,8.33493
"61","Sal_tru","Munro_1965_Invergarry_1MW","Munro (1965)","Invergarry 1MW","Munro",1965,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",13.7,13.7,13.7,450,128,322,0.284444444444444,0.0344444444444444,0.434444444444444,0.15,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,20000,20000,"LHP","Kaplan",NA,NA,NA,53.3,NA,"net","Europe","Great Britain","Invergarry station","River Garry",NA,57.0718726491958,-4.77394887777589
"62","Sal_tru","Mueller_2020_Höllthal_stocking_screws_LF","Mueller et al. (2020g)","Höllthal stocking screws low flow","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",4.4,34,17.8,271,0,271,0,0,0,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,2,306,571,"vSHP","Screw",4.3,NA,10,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"63","Sal_tru","Holzner_2000_Mainkraftwerks_Dettelbach","Holzner (2000)","Mainkraftwerks Dettelbach","Holzner",2000,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",13,40,22.3,244,37,207,0.151639344262295,0.00163934426229509,0.151639344262295,0,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,2,4500,4500,"SHP","Kaplan",3.54,4,100,4.55,120,"net","Europe","Germany","Dettelbach","Main","112",49.79465,10.1818
"64","Sal_tru","Mueller_2020_Baierbrunn_stocking_HF","Mueller et al. (2020f)","Baierbrunn stocking HF","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",4.1,34,15.4,351,70,281,0.199430199430199,0.199430199430199,0.199430199430199,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,450,450,"vSHP","VLH",3.55,8,53.5,4,14.5,"net","Europe","Germany","Baierbrunn","Isar","63.8",48.02684,11.5021
"65","Sal_tru","Mueller_2020_Lindesmühle_stocking","Mueller et al. (2020b)","Lindesmühle stocking","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",9,15.3,13.3,26,8,18,0.307692307692308,0.307692307692308,0.307692307692308,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,270,270,"vSHP","Kaplan",1.5,3,212,2.81,10.8,"net","Europe","Germany","Bad Kissingen","Fränkische Saale","12.3",50.1879,10.07421
"66","Sal_tru","Mueller_2020_Höllthal_stocking_Kaplan_LF","Mueller et al. (2020g)","Höllthal stocking Kaplan low flow","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",4.4,26.3,17.8,113,5,108,0.0442477876106195,0.0442477876106195,0.0442477876106195,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,265,571,"vSHP","Kaplan",2.5,4,100,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"67","Sal_tru","Pinter_2009_Wasserkraftschnecke_Lunz","Pinter & Unfer (2009)","Wasserkraftschnecke Lunz","Pinter",2009,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",17,36,27.5,26,0,26,0,0,0.15,0.15,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,1,40,91,"vSHP","Screw",NA,NA,NA,2.6,4,"other","Europe","Austria","Lunz","Ybbs",NA,47.8599,15.02783
"68","Sal_tru","Mueller_2020_Heckerwehr_stocking_HF","Mueller et al. (2020d)","Heckerwehr stocking high flow","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",11,36.5,17.4,356,1,355,0.00280898876404494,0.00280898876404494,0.00280898876404494,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,80,80,"vSHP","Screw",3.2,NA,18.75,2.53,5,"net","Europe","Germany","Heckerwehr","Roth","3.17",49.23298,11.12304
"69","Sal_tru","Calles_2009_HEP3_Francis","Calles & Greenberg (2009)","HEP3_Francis","Calles",2009,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",18.4,18.4,18.4,17,6,11,0.352941176470588,0.202941176470588,0.352941176470588,0,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,2,600,600,"vSHP","Francis",0.8,16,250,5.5,14,"telemetry","Europe","Sweden","Finsjö","Eman",NA,57.1535220805891,16.2318495883095
"70","Sal_tru","Hanfland_2006_Zehrer_Mühle","Hanfland et al. (2006)","Zehrer Mühle","Hanfland",2006,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",15,18,15.7,56,55,1,0.982142857142857,0.832142857142857,1,0.15,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,49,49,"vSHP","Cross-flow",NA,NA,NA,4.5,1.2,"net","Europe","Germany","Zehrer Mühle","Mitternacher Ohe","2.57",48.84948,13.3096
"71","Sal_tru","Schmalz_2016_Wasserrad_Reurieth","Schmalz (2016)","Wasserrad Reurieth","Schmalz",2016,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",3.4,37,20.2,31,1,30,0.032258064516129,0,0.032258064516129,0,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,1,8.29,25.29,"vSHP","Water wheel",5,48,5,1.5,1.65,"net","Europe","Germany","Reurieth","Werra","2.56",50.45212,10.65737
"72","Sal_tru","Munro_1965_Invergarry_20MW","Munro (1965)","Invergarry 20MW","Munro",1965,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",13.7,13.7,13.7,450,63,387,0.14,0,0.29,0.15,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,20000,20000,"LHP","Kaplan",NA,NA,NA,53.3,NA,"net","Europe","Great Britain","Invergarry station","River Garry",NA,57.0718726491958,-4.77394887777589
"73","Sal_tru","Mueller_2020_Heckerwehr_stocking_LF","Mueller et al. (2020d)","Heckerwehr stocking low flow","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",11,36.5,17.4,286,0,286,0,0,0,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,80,80,"vSHP","Screw",3.2,NA,7.8,2.53,5,"net","Europe","Germany","Heckerwehr","Roth","3.17",49.23298,11.12304
"74","Sal_tru","Schmalz_2010_Walkmühle_Screw","Schmalz (2010)","Walkmühle Screw","Schmalz",2010,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",5,26,19.1,9,2,7,0.222222222222222,0,0.472222222222222,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,3,1,45.5,357,"vSHP","Screw",NA,NA,NA,2.55,14,"net","Europe","Germany","Meiningen","Werra","14",50.55134,10.41019
"75","Sal_tru","Mueller_2020_Baiersdorf_stocking","Mueller et al. (2020a)","Baiersdorf stocking","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",8.2,15.5,12.8,527,26,501,0.0493358633776091,0.0493358633776091,0.0493358633776091,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,2,648,648,"vSHP","Kaplan",2,4,150,2.3,32,"net","Europe","Germany","Baiersdorf-Wellerstadt","Regnitz","34.8",49.67059,11.04235
"76","Sal_tru","Schomaker_2016_Untermühle_Freienorla","Schomaker & Wolter (2016)","Untermühle Freienorla","Schomaker",2016,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",22,22,22,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,18,18,"vSHP","Water wheel",5.58,40,5.25,1.8,1.6,"net","Europe","Germany","Freienorla","Orla","1.35",50.76982,11.541762
"77","Sal_tru","Ache_2011_WKA_Vilshofen_Francisturbine","Ache (2011)","WKA Vilshofen Francisturbine","Ache",2011,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",NA,NA,NA,4,1,3,0.25,0,0.5,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,3,2,300,330,"vSHP","Francis",NA,NA,130,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"78","Sal_tru","Schomaker_2016_Buchholzer_Mühle","Schomaker & Wolter (2016)","Buchholzer Mühle","Schomaker",2016,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",22,25,23.5,2,0,2,0,0,0.25,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,12,12,"vSHP","Water wheel",5,40,5,2,0.7,"net","Europe","Germany","Salzbrunn","Nieplitz","3.15",52.175402,12.930146
"79","Sal_tru","Mueller_2020_Höllthal_stocking_screws_HF","Mueller et al. (2020g)","Höllthal stocking screws high flow","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",4.4,34,17.8,366,0,366,0,0,0,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,2,306,571,"vSHP","Screw",4.3,NA,18.35,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"80","Sal_tru","Mueller_2020_Iller_stocking_LF","Mueller et al. (2020c)","Iller stocking low flow","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",9.9,31.3,17.4,263,38,225,0.144486692015209,0.144486692015209,0.144486692015209,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,2,900,900,"vSHP","VLH",5,8,23.75,1.82,54,"net","Europe","Germany","Kempten/Au","Iller","46.6",47.68465,10.31972
"81","Sal_tru","Tombek_2008_Schüttentobel","Tombek & Holzner (2008)","Schüttentobel","Tombek",2008,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",NA,NA,NA,21,4,17,0.19047619047619,0,0.44047619047619,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,NA,NA,NA,NA,"vSHP","Francis",NA,NA,NA,NA,NA,"net","Europe","Germany","Schüttentobel","Obere Argen",NA,47.61894,10.04622
"82","Sal_tru","Späh_2001_Schnecke_Höxter","Späh (2001)","Schnecke Höxter","Späh",2001,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",8,35,22.5,31,0,31,0,0,0.15,0.15,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,NA,1,18.5,18.5,"SHP","Screw",1.38,NA,NA,3.97,0.615,"net","Europe","Germany","Höxter-Godelheim","Nethe","5.65",51.73008,9.36678
"83","Sal_tru","Mueller_2020_Höllthal_stocking_Kaplan_HF","Mueller et al. (2020g)","Höllthal stocking Kaplan high flow","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",4.4,26.3,17.8,170,0,170,0,0,0,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,265,571,"vSHP","Kaplan",2.5,4,100,2,36,"net","Europe","Germany","Höllthal","Alz","51.5",47.97806,12.50275
"84","Sal_tru","Calles_2012_Herting","Calles et al. (2012)","Herting","Calles",2012,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",14,16,14.5,8,3,5,0.375,0.125,0.625,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,3,3,2928,2928,"SHP","Kaplan",NA,NA,208,5.3,65,"telemetry","Europe","Sweden","Herting","Ätran",NA,56.9003502842821,12.5193421946077
"85","Sal_tru","Schomaker_2016_Eulenmühle_Glieneck","Schomaker & Wolter (2016)","Eulenmühle Glieneck","Schomaker",2016,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",5.9,28,17.3888888888889,9,0,9,0,0,0.25,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,18,18,"vSHP","Water wheel",6.5,40,5,3.1,1,"net","Europe","Germany","Ziesar","Buckau","0.62",52.283924,12.357978
"86","Sal_tru","Schäfer_2016_TUM-Hydro_Shaft_Power_Plant_Prototype","Schäfer et al. (2016)","TUM-Hydro Shaft Power Plant Prototype","Schäfer",2016,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",5,10,7.5,18,2,16,0.111111111111111,0,0.111111111111111,0,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,35,35,"vSHP","Kaplan",0.75,4,333,2.5,1.5,"net","Europe","Germany","Obernach","Isar",NA,47.55545,11.29161
"87","Sal_tru","Ache_2011_WKA_Vilshofen_Screw","Ache (2011)","WKA Vilshofen Screw","Ache",2011,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",NA,NA,NA,1,0,1,0,0,0.25,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,3,1,30,330,"vSHP","Screw",NA,NA,35.1,3,11,"net","Europe","Germany","Vilshofen","Vils","10.5",48.61665,13.16891
"88","Sal_tru","Mueller_2020_Baiersdorf_natural_migration","Mueller et al. (2020a)","Baiersdorf natural migration","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",6.8,26.2,16.5,76,8,68,0.105263157894737,0,0.105263157894737,0,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,2,648,648,"vSHP","Kaplan",2,4,150,2.3,32,"net","Europe","Germany","Baiersdorf-Wellerstadt","Regnitz","34.8",49.67059,11.04235
"89","Sal_tru","Mueller_2020_Eixendorf_stocking_HF","Mueller et al. (2020e)","Eixendorf stocking high flow","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",4.7,33.5,15.3,280,43,237,0.153571428571429,0.153571428571429,0.153571428571429,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,190,190,"vSHP","Kaplan",1,4,333,5,4.5,"net","Europe","Germany","Eixendorf","Schwarzach","4.32",49.33973,12.47965
"90","Sal_tru","Mueller_2020_Baierbrunn_stocking_LF","Mueller et al. (2020f)","Baierbrunn stocking LF","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",4.1,34,15.4,127,13,114,0.102362204724409,0.102362204724409,0.102362204724409,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,450,450,"vSHP","VLH",3.55,8,42.35,4,14.5,"net","Europe","Germany","Baierbrunn","Isar","63.8",48.02684,11.5021
"91","Sal_tru","Schneider_2012_Mainkraftwerk_Kostheim_natural_migration","Schneider et al. (2012)","Mainkraftwerk Kostheim natural migration","Schneider",2012,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",NA,NA,NA,3,2,1,0.666666666666667,0.416666666666667,0.916666666666667,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,1,2480,4960,"SHP","Kaplan",3.71,3,85,3.76,160,"net","Europe","Germany","Kostheim","Main","210",50.00031,8.33493
"92","Sal_tru","Schomaker_2016_Römische_Aumühle","Schomaker & Wolter (2016)","Römische Aumühle","Schomaker",2016,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",25.5,42,33.25,4,0,4,0,0,0.25,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,20,20,"vSHP","Water wheel",5.5,36,5.5,1.6,2,"net","Europe","Germany","Hadamar-Oberzeuzheim","Elbbach","3.997",50.482181,8.049425
"93","Sal_tru","Schmalz_2016_Turbine_Reurieth","Schmalz (2016)","Turbine Reurieth","Schmalz",2016,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",3.4,37,20.2,13,0,13,0,0,0,0,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,1,17,25.29,"vSHP","Francis",NA,NA,NA,2,1.65,"net","Europe","Germany","Reurieth","Werra","2.56",50.45212,10.65737
"94","Sal_tru","Schäfer_2016_TUM-Hydro_Shaft_Power_Plant_Prototype","Schäfer et al. (2016)","TUM-Hydro Shaft Power Plant Prototype","Schäfer",2016,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",5,15,10,8,2,6,0.25,0,0.5,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,35,35,"vSHP","Kaplan",0.75,4,333,2.5,1.5,"net","Europe","Germany","Obernach","Isar",NA,47.55545,11.29161
"95","Sal_tru","Schäfer_2016_TUM-Hydro_Shaft_Power_Plant_Prototype","Schäfer et al. (2016)","TUM-Hydro Shaft Power Plant Prototype","Schäfer",2016,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",10,15,12.5,19,5,14,0.263157894736842,0.113157894736842,0.263157894736842,0,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,35,35,"vSHP","Kaplan",0.75,4,333,2.5,1.5,"net","Europe","Germany","Obernach","Isar",NA,47.55545,11.29161
"96","Sal_tru","Schmalz_2007_Wasserkraftanlage_Döbritschen","Schmalz & Schmalz (2007)","Wasserkraftanlage Döbritschen","Schmalz",2007,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",6,32,19,18,2,16,0.111111111111111,0,0.111111111111111,0,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,2,425,425,"vSHP","Francis",2.7,21,33,2.5,20,"net","Europe","Germany","Döbritschen","Saale","31.4",51.04296,11.6802
"97","Sal_tru","Munro_1965_Invergarry_0MW","Munro (1965)","Invergarry 0MW","Munro",1965,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",13.7,13.7,13.7,450,275,175,0.611111111111111,0.361111111111111,0.761111111111111,0.15,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,20000,20000,"LHP","Kaplan",NA,NA,NA,53.3,NA,"net","Europe","Great Britain","Invergarry station","River Garry",NA,57.0718726491958,-4.77394887777589
"98","Sal_tru","Schomaker_2016_Lohmühle_Nägelstedt","Schomaker & Wolter (2016)","Lohmühle Nägelstedt","Schomaker",2016,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",16.5,26.5,20.1666666666667,3,0,3,0,0,0.25,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,30,30,"vSHP","Water wheel",6.5,40,4.07,2,2,"net","Europe","Germany","Nägelstedt","Unstrut","4.03",51.10695,10.724406
"99","Sal_tru","Calles_2009_HEP2_Kaplan","Calles & Greenberg (2009)","HEP2_Kaplan","Calles",2009,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",18.4,18.4,18.4,46,5,41,0.108695652173913,0,0.108695652173913,0,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,2150,2150,"SHP","Kaplan",2.1,4,333,8.7,28,"telemetry","Europe","Sweden","Finsjö","Eman",NA,57.1482282373214,16.2408538711834
"100","Sal_tru","Munro_1965_Invergarry_15MW","Munro (1965)","Invergarry 15MW","Munro",1965,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",13.7,13.7,13.7,450,59,391,0.131111111111111,0,0.281111111111111,0.15,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,20000,20000,"LHP","Kaplan",NA,NA,NA,53.3,NA,"net","Europe","Great Britain","Invergarry station","River Garry",NA,57.0718726491958,-4.77394887777589
"101","Sal_tru","Munro_1965_Invergarry_10MW","Munro (1965)","Invergarry 10MW","Munro",1965,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",13.7,13.7,13.7,450,38,412,0.0844444444444444,0,0.234444444444444,0.15,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,20000,20000,"LHP","Kaplan",NA,NA,NA,53.3,NA,"net","Europe","Great Britain","Invergarry station","River Garry",NA,57.0718726491958,-4.77394887777589
"102","Sal_tru","Mueller_2020_Iller_stocking_HF","Mueller et al. (2020c)","Iller stocking high flow","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",9.9,31.3,17.4,721,0,721,0,0,0,0,0,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,2,2,900,900,"vSHP","VLH",5,8,27,1.82,54,"net","Europe","Germany","Kempten/Au","Iller","46.6",47.68465,10.31972
"103","Sal_tru","Turnpenny_2000_Francis_wild","Turnpenny et al. (2000)","Francis wild","Turnpenny",2000,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",8.5,14,11.4,4,3,1,0.75,0.5,1,0.25,0.25,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,117.3,117.3,"vSHP","Francis",0.9,NA,200,6.9,NA,"net","Europe","Great Britain","Unkown","Unkown",NA,NA,NA
"104","Sal_tru","Schmalz_2010_Walkmühle_Francisturbine","Schmalz (2010)","Walkmühle Francisturbine","Schmalz",2010,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",6,17.5,12.1,13,5,8,0.384615384615385,0.234615384615385,0.384615384615385,0,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,3,2,310,357,"vSHP","Francis",NA,18,NA,3.04,14,"net","Europe","Germany","Meiningen","Werra","14",50.55134,10.41019
"105","Sal_tru","Mueller_2020_Heckerwehr_natural_migration","Mueller et al. (2020d)","Heckerwehr natural migration","Mueller",2020,"Salmoniformes","Salmonidae","Salmo","Salmo trutta","Brown trout",12.5,35.6,24.05,12,1,11,0.0833333333333333,0,0.0833333333333333,0,0.15,"fusiform",0.00934694226444551,"physostomous",0.175,0.111,1,1,80,80,"vSHP","Screw",3.2,NA,13,2.53,5,"net","Europe","Germany","Heckerwehr","Roth","3.17",49.23298,11.12304
